num_cars,frame,num_cars_time,colours,colours_time,car_type,car_type_time,,,Sedan,Hatchback,black,silver,red,white,blue,black,silver,red,white,blue,Q1_Time,Q2_time,Q3_time,black,silver,red,white,blue
0,183,0.2319,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.473923,0.714784,0.714798,0,0,0,0,0
0,184,0.239492,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.460269,0.670077,0.670085,0,0,0,0,0
0,185,0.24823,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.470724,0.924041,0.92405,0,0,0,0,0
0,186,0.257396,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.39437,0.630917,0.630923,0,0,0,0,0
0,187,0.229994,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.376894,0.610838,0.610843,0,0,0,0,0
0,188,0.236749,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.273696,0.52626,0.526265,0,0,0,0,0
0,189,0.257847,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.505946,1.031683,1.031694,0,0,0,0,0
0,190,0.233525,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.430805,0.640603,0.64061,0,0,0,0,0
0,191,0.228224,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.325316,0.505006,0.505013,0,0,0,0,0
0,192,0.24503,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.443689,0.88043,0.880438,0,0,0,0,0
0,193,0.230657,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.349497,0.547205,0.54721,0,0,0,0,0
0,194,0.231428,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.392821,0.623299,0.623308,0,0,0,0,0
0,195,0.230797,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.358472,0.784015,0.784022,0,0,0,0,0
0,196,0.231651,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.306336,0.481874,0.48188,0,0,0,0,0
0,197,0.231321,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.446204,0.733249,0.733256,0,0,0,0,0
0,198,0.239898,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.373767,0.812742,0.812749,0,0,0,0,0
0,199,0.229975,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.345605,0.536867,0.536872,0,0,0,0,0
0,200,0.227141,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.390979,0.681513,0.681554,0,0,0,0,0
0,201,0.235355,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.324505,0.603659,0.603663,0,0,0,0,0
0,202,0.227403,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.496975,0.996457,0.996471,0,0,0,0,0
0,203,0.232205,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.392659,0.605746,0.605752,0,0,0,0,0
0,204,0.237806,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.346744,0.618748,0.618755,0,0,0,0,0
0,205,0.229518,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.433038,0.893769,0.893779,0,0,0,0,0
0,206,0.230108,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.443276,0.645096,0.645109,0,0,0,0,0
0,207,0.233592,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.413922,0.642029,0.642035,0,0,0,0,0
0,208,0.228053,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.348441,0.743889,0.743897,0,0,0,0,0
0,209,0.234752,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.287072,0.459534,0.459542,0,0,0,0,0
0,210,0.234849,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.401548,0.60681,0.606816,0,0,0,0,0
0,211,0.233437,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.372865,0.78371,0.783718,0,0,0,0,0
0,212,0.229894,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.301341,0.494311,0.494318,0,0,0,0,0
0,213,0.237528,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.557821,0.771525,0.771533,0,0,0,0,0
0,214,0.22936,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.252854,0.536815,0.536821,0,0,0,0,0
0,215,0.235508,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.43203,0.915201,0.915208,0,0,0,0,0
0,216,0.2283,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.378255,0.601168,0.601175,0,0,0,0,0
0,217,0.231016,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.315661,0.534846,0.534854,0,0,0,0,0
0,218,0.234479,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.347944,0.747577,0.747585,0,0,0,0,0
0,219,0.229529,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.432187,0.692804,0.692809,0,0,0,0,0
0,220,0.246648,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.456165,0.742555,0.742562,0,0,0,0,0
0,221,0.239193,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.416854,0.863416,0.863422,0,0,0,0,0
0,222,0.230977,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.399809,0.613165,0.613172,0,0,0,0,0
0,223,0.226314,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.338876,0.526644,0.526651,0,0,0,0,0
0,224,0.236017,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.274978,0.674283,0.674288,0,0,0,0,0
0,225,0.240769,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.626073,1.027082,1.027088,0,0,0,0,0
0,226,0.234846,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.479267,0.847063,0.847069,0,0,0,0,0
0,227,0.233376,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.333938,0.544926,0.544933,0,0,0,0,0
0,228,0.227254,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.328572,0.756327,0.756332,0,0,0,0,0
0,229,0.231183,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.463859,0.751854,0.751866,0,0,0,0,0
0,230,0.234163,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.354064,0.52628,0.526286,0,0,0,0,0
0,231,0.227716,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.258432,0.599809,0.599817,0,0,0,0,0
0,232,0.229425,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.385087,0.574492,0.574499,0,0,0,0,0
0,233,0.235589,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.324744,0.502542,0.50255,0,0,0,0,0
0,234,0.231603,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.288557,0.727775,0.727786,0,0,0,0,0
0,235,0.231511,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.344556,0.542419,0.542426,0,0,0,0,0
0,236,0.230398,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.357678,0.561635,0.561641,0,0,0,0,0
0,237,0.234349,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.291825,0.637637,0.637647,0,0,0,0,0
0,238,0.226514,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.412382,0.647951,0.647962,0,0,0,0,0
0,239,0.235835,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.359493,0.527878,0.527883,0,0,0,0,0
0,240,0.23457,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.272634,0.527327,0.527333,0,0,0,0,0
0,241,0.229084,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.353929,0.759817,0.759825,0,0,0,0,0
0,242,0.237712,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.38652,0.565483,0.565488,0,0,0,0,0
0,243,0.229209,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.300799,0.533449,0.533456,0,0,0,0,0
0,244,0.231372,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.344105,0.774852,0.77486,0,0,0,0,0
0,245,0.235371,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.373401,0.567077,0.567084,0,0,0,0,0
0,246,0.235209,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.443779,0.709319,0.709326,0,0,0,0,0
0,247,0.227456,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.34301,0.742541,0.742548,0,0,0,0,0
0,248,0.234914,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.297962,0.490402,0.490408,0,0,0,0,0
0,249,0.228525,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.349261,0.544227,0.544234,0,0,0,0,0
0,250,0.231013,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.396343,0.777668,0.777704,0,0,0,0,0
0,251,0.238059,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.275507,0.44619,0.446195,0,0,0,0,0
0,252,0.229387,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.427402,0.692273,0.69228,0,0,0,0,0
0,253,0.232946,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.398522,0.612613,0.612647,0,0,0,0,0
0,254,0.233393,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.452064,0.81499,0.814997,0,0,0,0,0
0,255,0.231234,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.437051,0.770586,0.770593,0,0,0,0,0
0,256,0.241901,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.270575,0.546457,0.546463,0,0,0,0,0
0,257,0.298625,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.445831,0.879049,0.879058,0,0,0,0,0
0,258,0.229912,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.420816,0.585843,0.58585,0,0,0,0,0
0,259,0.232019,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.313858,0.487027,0.487034,0,0,0,0,0
0,260,0.228423,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.370308,0.704373,0.704379,0,0,0,0,0
0,261,0.228941,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.287181,0.479036,0.479041,0,0,0,0,0
0,262,0.237727,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.470358,0.788038,0.788047,0,0,0,0,0
0,263,0.229488,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.399939,0.782072,0.782078,0,0,0,0,0
0,264,0.230633,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.390505,0.638786,0.638794,0,0,0,0,0
0,265,0.241694,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.457019,0.753176,0.753183,0,0,0,0,0
0,266,0.231868,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.268611,0.52461,0.524618,0,0,0,0,0
0,267,0.23187,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.397954,0.884643,0.88465,0,0,0,0,0
0,268,0.233389,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.379396,0.601381,0.601387,0,0,0,0,0
0,269,0.222058,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.329346,0.510546,0.510553,0,0,0,0,0
0,270,0.236856,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.34282,0.712744,0.712757,0,0,0,0,0
0,271,0.234545,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.334452,0.515468,0.515473,0,0,0,0,0
0,272,0.23024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.439116,0.728451,0.728459,0,0,0,0,0
0,273,0.229502,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.363627,0.742194,0.742199,0,0,0,0,0
0,274,0.253066,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.294803,0.506278,0.506285,0,0,0,0,0
0,275,0.242591,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.370437,0.545354,0.545361,0,0,0,0,0
0,276,0.27681,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.356234,0.793222,0.79323,0,0,0,0,0
0,277,0.303799,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.297252,0.483464,0.48347,0,0,0,0,0
0,278,0.231533,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.384931,0.661242,0.66125,0,0,0,0,0
0,279,0.236122,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.355321,0.525302,0.525307,0,0,0,0,0
0,280,0.231265,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.314911,0.735833,0.735839,0,0,0,0,0
0,281,0.232855,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.359591,0.605295,0.605303,0,0,0,0,0
0,282,0.228769,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.300272,0.510351,0.510355,0,0,0,0,0
0,283,0.231672,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.412521,0.835104,0.835117,0,0,0,0,0
0,284,0.234451,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.437125,0.69952,0.699528,0,0,0,0,0
0,285,0.235913,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.341141,0.535715,0.535723,0,0,0,0,0
0,286,0.235384,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.433887,1.046798,1.046807,0,0,0,0,0
0,287,0.230562,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.412397,0.676167,0.676173,0,0,0,0,0
0,288,0.236887,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.441407,0.689911,0.689918,0,0,0,0,0
0,289,0.237809,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.373003,0.79485,0.794857,0,0,0,0,0
0,290,0.236281,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.322146,0.502389,0.502394,0,0,0,0,0
0,291,0.237514,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.413093,0.585278,0.585284,0,0,0,0,0
0,292,0.229808,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.275895,0.466274,0.466281,0,0,0,0,0
0,293,0.229713,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.424671,0.938698,0.938703,0,0,0,0,0
0,294,0.276506,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.438342,0.612366,0.612373,0,0,0,0,0
0,295,0.247849,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.277618,0.428144,0.42815,0,0,0,0,0
0,296,0.231911,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.348004,0.748775,0.748784,0,0,0,0,0
0,297,0.23688,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.305664,0.465245,0.465251,0,0,0,0,0
0,298,0.229783,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.451766,0.704513,0.704524,0,0,0,0,0
0,299,0.232773,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.381521,0.740004,0.74001,0,0,0,0,0
0,300,0.236177,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.301636,0.488794,0.4888,0,0,0,0,0
0,301,0.228023,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.362782,0.551954,0.551959,0,0,0,0,0
0,302,0.237013,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.352122,0.805936,0.805941,0,0,0,0,0
0,303,0.232194,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.417355,0.725094,0.725099,0,0,0,0,0
0,304,0.226456,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.364406,0.547847,0.547852,0,0,0,0,0
0,305,0.237348,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.251882,0.427746,0.427752,0,0,0,0,0
0,306,0.23983,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.348396,0.821887,0.821894,0,0,0,0,0
0,307,0.236323,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.394276,0.611541,0.611549,0,0,0,0,0
0,308,0.230569,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.320397,0.521458,0.521464,0,0,0,0,0
0,309,0.22703,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.344269,0.71555,0.71559,0,0,0,0,0
0,310,0.230732,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.345099,0.51074,0.510747,0,0,0,0,0
0,311,0.234283,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.325541,0.532588,0.532594,0,0,0,0,0
0,312,0.231191,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.384476,0.805499,0.805535,0,0,0,0,0
0,313,0.229338,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.389174,0.663003,0.66301,0,0,0,0,0
0,314,0.231782,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.361052,0.582459,0.582468,0,0,0,0,0
0,315,0.227641,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.33335,0.777939,0.777946,0,0,0,0,0
0,316,0.230628,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.372979,0.62528,0.625285,0,0,0,0,0
0,317,0.233834,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.486694,0.781461,0.781474,0,0,0,0,0
0,318,0.231156,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.493568,0.698834,0.698847,0,0,0,0,0
0,319,0.232948,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.476232,0.980963,0.980973,0,0,0,0,0
0,320,0.23142,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.338452,0.549017,0.549023,0,0,0,0,0
0,321,0.227899,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.282329,0.492104,0.49211,0,0,0,0,0
0,322,0.230148,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.338494,0.784958,0.784964,0,0,0,0,0
0,323,0.234512,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.407675,0.605464,0.605472,0,0,0,0,0
0,324,0.234822,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.321212,0.521996,0.522001,0,0,0,0,0
0,325,0.237649,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.313753,0.716138,0.716144,0,0,0,0,0
0,326,0.235019,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.367562,0.540998,0.541004,0,0,0,0,0
0,327,0.231816,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.43908,0.804073,0.80408,0,0,0,0,0
0,328,0.23126,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.301853,0.701663,0.70167,0,0,0,0,0
0,329,0.26088,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.358666,0.519716,0.519722,0,0,0,0,0
0,330,0.248407,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.385939,0.588628,0.588634,0,0,0,0,0
0,331,0.236368,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.28346,0.487479,0.487485,0,0,0,0,0
0,332,0.233423,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.417374,0.934164,0.93417,0,0,0,0,0
0,333,0.229307,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.359501,0.565691,0.565698,0,0,0,0,0
0,334,0.230266,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.319633,0.505017,0.505037,0,0,0,0,0
0,335,0.232213,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.311025,0.694866,0.694872,0,0,0,0,0
0,336,0.228981,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.357738,0.519871,0.519879,0,0,0,0,0
0,337,0.230686,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.44459,0.725902,0.725909,0,0,0,0,0
0,338,0.23985,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.372242,0.76533,0.765337,0,0,0,0,0
0,339,0.238808,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.340752,0.508416,0.508424,0,0,0,0,0
0,340,0.227449,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.397356,0.617252,0.617258,0,0,0,0,0
0,341,0.239476,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.313191,0.730235,0.730239,0,0,0,0,0
0,342,0.225847,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.47398,0.798646,0.798654,0,0,0,0,0
0,343,0.239083,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.354127,0.54111,0.541121,0,0,0,0,0
0,344,0.250261,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.280203,0.490347,0.490354,0,0,0,0,0
0,345,0.231486,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.313896,0.711645,0.711652,0,0,0,0,0
0,346,0.23567,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.354647,0.546023,0.54603,0,0,0,0,0
0,347,0.233945,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.494662,0.818777,0.818784,0,0,0,0,0
0,348,0.226646,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.355019,0.747097,0.747102,0,0,0,0,0
0,349,0.233586,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3806,0.588569,0.588576,0,0,0,0,0
0,350,0.22926,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.461158,0.68895,0.688959,0,0,0,0,0
0,351,0.229595,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.386924,0.877005,0.87701,0,0,0,0,0
0,352,0.2386,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.426305,0.712794,0.712799,0,0,0,0,0
0,353,0.229772,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.362668,0.547994,0.548003,0,0,0,0,0
0,354,0.232724,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.368492,0.742141,0.74215,0,0,0,0,0
0,355,0.233523,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.462517,0.663114,0.663119,0,0,0,0,0
0,356,0.229527,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.280081,0.540689,0.540698,0,0,0,0,0
0,357,0.231672,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.417272,0.631476,0.631482,0,0,0,0,0
0,358,0.236421,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.38163,0.745713,0.745717,0,0,0,0,0
0,359,0.233737,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.340489,0.516036,0.516043,0,0,0,0,0
0,360,0.253644,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.400233,0.594626,0.594633,0,0,0,0,0
0,361,0.240837,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.344997,0.821034,0.821039,0,0,0,0,0
0,362,0.229428,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.460508,0.777153,0.777159,0,0,0,0,0
0,363,0.233054,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.328177,0.494102,0.494108,0,0,0,0,0
0,364,0.231955,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.325839,0.741854,0.74186,0,0,0,0,0
0,365,0.22481,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.43695,0.624957,0.624965,0,0,0,0,0
0,366,0.231329,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.295702,0.577766,0.577772,0,0,0,0,0
0,367,0.234805,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.373613,0.883219,0.883224,0,0,0,0,0
0,368,0.23114,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.388105,0.589704,0.589713,0,0,0,0,0
0,369,0.227807,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.386004,0.633766,0.633774,0,0,0,0,0
0,370,0.234221,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.401979,0.652057,0.652068,0,0,0,0,0
0,371,0.226128,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.481438,1.046588,1.046595,0,0,0,0,0
0,372,0.229026,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.454322,0.747143,0.74715,0,0,0,0,0
0,373,0.233225,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.408821,0.679736,0.679741,0,0,0,0,0
0,374,0.225277,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.370456,0.924867,0.924872,0,0,0,0,0
0,375,0.236253,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.377791,0.534439,0.534445,0,0,0,0,0
0,376,0.251327,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.296659,0.486748,0.486753,0,0,0,0,0
0,377,0.247859,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.336868,0.770101,0.770109,0,0,0,0,0
0,378,0.231581,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.399704,0.663382,0.663389,0,0,0,0,0
0,379,0.238455,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.36067,0.544632,0.544639,0,0,0,0,0
0,380,0.233747,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.4282,0.81179,0.811796,0,0,0,0,0
0,381,0.231412,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.362774,0.555334,0.55534,0,0,0,0,0
0,382,0.237121,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.474005,0.803818,0.803826,0,0,0,0,0
0,383,0.23996,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.46355,0.697364,0.697371,0,0,0,0,0
0,384,0.2344,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.377639,0.803986,0.803993,0,0,0,0,0
0,385,0.23476,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.321004,0.526639,0.526644,0,0,0,0,0
0,386,0.227409,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.26986,0.423117,0.423123,0,0,0,0,0
0,387,0.227354,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.407513,0.982831,0.982838,0,0,0,0,0
0,388,0.232305,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2.334772,4.001164,4.001201,0,0,0,0,0
0,389,0.230629,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2.607165,3.873494,3.873536,0,0,0,0,0
0,390,0.235097,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.793796,3.154495,3.154501,0,0,0,0,0
0,391,0.236005,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.435932,0.666159,0.666168,0,0,0,0,0
0,392,0.233722,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.460939,0.731046,0.731053,0,0,0,0,0
0,393,0.23124,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.297449,0.868221,0.868229,0,0,0,0,0
0,394,0.230566,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.407773,0.702695,0.702702,0,0,0,0,0
0,395,0.232553,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.347799,0.534421,0.53443,0,0,0,0,0
0,396,0.238499,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.275496,0.543681,0.543686,0,0,0,0,0
0,397,0.23888,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.33843,0.723982,0.723989,0,0,0,0,0
0,398,0.232912,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.474664,0.679061,0.679069,0,0,0,0,0
0,399,0.232514,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.278616,0.467334,0.467341,0,0,0,0,0
